InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
38_GOULCREST_42663,38,42663,Beringer Fndr Est Pnt Grigio,750mL,1,10,10,5/30/2024,750,2,0,9819,TREASURY WINE ESTATES      
34_PITMERDEN_29128,34,29128,Sutter Home Merlot Cal,187mL 4 Pk,7,42,6,6/5/2024,187,2,0,8892,TRINCHERO FAMILY ESTATES   
76_DONCASTER_26463,76,26463,Ravenswood Vints Blend Znfdl,750mL,2,16,8,12/9/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
74_PAENTMARWY_14852,74,14852,Mooiplaas The Bean Pinotage,750mL,3,39,13,7/17/2024,750,2,0,90047,CRUSH WINES                
38_GOULCREST_3226,38,3226,Ciroc Mango Vodka,375mL,6,72,12,12/24/2024,375,1,2,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_1232,41,1232,Jack Daniels No 7 Black,750mL,7,189,27,9/8/2024,750,1,6,1128,BROWN-FORMAN CORP          
73_DONCASTER_8653,73,8653,M & R Extra Dry Vermouth,375mL,6,32,5,6/11/2024,375,2,0,480,BACARDI USA INC            
34_PITMERDEN_4200,34,4200,Bacardi Grand Melon,750mL,1,12,12,2/20/2024,750,1,1,480,BACARDI USA INC            
23_ARBINGTON_6755,23,6755,Peter Vella Chablis B/B,5L,1,15,15,6/30/2024,5000,2,1,3252,E & J GALLO WINERY         
2_ASHBORNE_8472,2,8472,1800 Silver Tequila,750mL,1,27,27,10/28/2024,750,1,1,7245,PROXIMO SPIRITS INC.       
44_PORTHCRAWL_2607,44,2607,Grand MacNish 12 Yr Old,750mL,1,22,22,12/28/2024,750,1,1,9552,M S WALKER INC             
30_CULCHETH_8111,30,8111,Smirnoff 80 Proof,50mL,15,15,1,10/11/2024,50,1,1,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_8288,33,8288,Korbel Brut,750mL,1,16,16,3/24/2024,750,2,0,1128,BROWN-FORMAN CORP          
23_ARBINGTON_34870,23,34870,Arca Nova Vinho Verde,750mL,3,27,9,5/7/2024,750,2,0,10754,PERFECTA WINES             
61_AETHELNEY_1180,61,1180,Evan Williams Black Label B,1.75L,1,21,21,7/2/2024,1750,1,2,3924,HEAVEN HILL DISTILLERIES   
38_GOULCREST_19120,38,19120,Bodegas Borsao Berola,750mL,1,13,13,6/29/2024,750,2,0,9552,M S WALKER INC             
1_HARDERSFIELD_5111,1,5111,Dr McGillicuddy's Mentholmnt,50mL,10,10,1,6/19/2024,50,1,1,8004,SAZERAC CO INC             
11_CARDEND_21019,11,21019,Black Box Pnt Nr,3L,1,16,16,6/25/2024,3000,2,0,1392,CONSTELLATION BRANDS INC   
77_TAMWORTH_32650,77,32650,Beringer Fndrs Est Pnt Nr,750mL,1,12,12,8/25/2024,750,2,0,9819,TREASURY WINE ESTATES      
44_PORTHCRAWL_17707,44,17707,Smoking Loon Steelbird Chard,750mL,1,13,13,10/28/2024,750,2,0,9552,M S WALKER INC             
74_PAENTMARWY_5276,74,5276,DeKuyper Triple Sec,Liter,2,12,6,12/9/2024,1000,1,2,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_43308,34,43308,Penfolds Koonunga Hil Shiraz,750mL,3,36,12,8/11/2024,750,2,0,4425,MARTIGNETTI COMPANIES
53_HILLFAR_5333,53,5333,Jenkins Amaretto,1.75L,1,12,12,10/20/2024,1750,1,2,9552,M S WALKER INC             
51_ABERDEEN_41034,51,41034,Menage a Trois Red,750mL,2,18,9,8/13/2024,750,2,0,8892,TRINCHERO FAMILY ESTATES   
15_WANBORNE_8761,15,8761,Jose Cuervo Especial,375mL,1,11,11,8/14/2024,375,1,0,7245,PROXIMO SPIRITS INC.       
34_PITMERDEN_35075,34,35075,Clos LaChance Chard,750mL,3,42,14,7/16/2024,750,2,0,653,STATE WINE & SPIRITS   
1_HARDERSFIELD_26827,1,26827,Cavit Merlot Trentino,1.5L,2,20,10,5/18/2024,1500,2,0,6785,PALM BAY INTERNATIONAL INC 
34_PITMERDEN_25540,34,25540,Richard Grant Cuvee Rose Brt,750mL,2,28,14,3/19/2024,750,2,0,653,STATE WINE & SPIRITS   
43_WOLFORD_3568,43,3568,Pearl Cucumber Vodka,50mL,2,2,1,1/4/2024,50,1,0,8352,LUXCO INC                  
41_LARNWICK_33216,41,33216,Sycamore Lane Wh Znfdl Cal,1.5L,2,17,8,9/9/2024,1500,2,0,8892,TRINCHERO FAMILY ESTATES   
2_ASHBORNE_12775,2,12775,Joel Gott Svgn Bl,750mL,3,30,10,5/8/2024,750,2,0,8892,TRINCHERO FAMILY ESTATES   
25_CAERSHIRE_6873,25,6873,Guigal Cotes du Rhone Red,750mL,1,15,15,1/7/2024,750,2,0,4425,MARTIGNETTI COMPANIES
50_MOUNTMEND_1061,50,1061,Christian Bros Holiday Nog,750mL,1,7,7,11/29/2024,750,1,1,3924,HEAVEN HILL DISTILLERIES   
59_CLAETHORPES_34431,59,34431,Beaulieu Cab Svgn Napa,750mL,2,32,16,9/16/2024,750,2,0,1590,DIAGEO CHATEAU ESTATE WINES
9_BLACKPOOL_233,9,233,Tullamore Dew 12 Yr Old,750mL,1,47,47,11/5/2024,750,1,1,3664,WILLIAM GRANT & SONS INC   
30_CULCHETH_4882,30,4882,Arrow Coffee Brandy,750mL,2,13,6,5/15/2024,750,1,2,8352,LUXCO INC                  
22_SHARNWICK_41034,22,41034,Menage a Trois Red,750mL,17,153,9,11/23/2024,750,2,2,8892,TRINCHERO FAMILY ESTATES   
58_HARTLEPOOL_4798,58,4798,Sambuca Romana Liqueur,50mL,8,16,2,12/11/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
60_IRRAGIN_5629,60,5629,RumChata Liqueur,3/100mL,1,9,9,4/23/2024,300,1,0,6213,MHW LTD                    
55_DRY GULCH_4233,55,4233,Castillo Silver Label Rum,1.75L,1,13,13,4/11/2024,1750,1,2,480,BACARDI USA INC            
61_AETHELNEY_1550,61,1550,Jack Daniels Tennessee Fire,100mL,2,8,4,2/4/2024,100,1,0,1128,BROWN-FORMAN CORP          
67_EANVERNESS_8910,67,8910,Finlandia Vodka,50mL,1,1,1,12/7/2024,50,1,0,1128,BROWN-FORMAN CORP          
32_MOUNTMEND_5502,32,5502,RumChata Liqueur,50mL,2,2,1,6/24/2024,50,1,0,6213,MHW LTD                    
33_HORNSEY_8053,33,8053,Seagrams 7 Crown,50mL,2,2,1,10/30/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
7_STANMORE_2619,7,2619,Glenmorangie Original 10 Yr,1.75L,1,65,65,5/30/2024,1750,1,2,8112,MOET HENNESSY USA INC      
41_LARNWICK_16261,41,16261,The Dreaming Tree CC Chard,750mL,1,13,13,11/25/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
67_EANVERNESS_5368,67,5368,Midori Melon Liqueur,750mL,1,22,22,11/10/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
47_PELLA'S WISH_3040,47,3040,Tito's Handmade Vodka,Liter,1,24,24,3/18/2024,1000,1,1,4425,MARTIGNETTI COMPANIES
41_LARNWICK_5242,41,5242,Cointreau Liqueur,750mL,2,60,30,6/7/2024,750,1,2,7239,REMY COINTREAU USA INC     
15_WANBORNE_3257,15,3257,Gilbeys London Dry Trav,750mL,4,24,6,11/18/2024,750,1,3,12546,JIM BEAM BRANDS COMPANY    
11_CARDEND_43788,11,43788,Veuve Clicquot Ponsardin Rs,750mL,1,55,55,6/5/2024,750,2,0,8112,MOET HENNESSY USA INC      
1_HARDERSFIELD_27567,1,27567,Zenato Pinot Grigio Veneto,750mL,1,11,11,12/14/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
29_AYLESBURY_4176,29,4176,Blackheart Spiced Rum,750mL,1,11,11,7/8/2024,750,1,1,3924,HEAVEN HILL DISTILLERIES   
5_SUTTON_6682,5,6682,R M Woodbridge Chard Cal,1.5L,2,28,14,9/28/2024,1500,2,0,1392,CONSTELLATION BRANDS INC   
23_ARBINGTON_5142,23,5142,Carolans Irish Cream,1.75L,1,23,23,10/14/2024,1750,1,2,11567,CAMPARI AMERICA            
23_ARBINGTON_1180,23,1180,Evan Williams Black Label B,1.75L,2,42,21,9/25/2024,1750,1,4,3924,HEAVEN HILL DISTILLERIES   
78_EASTHAVEN_1378,78,1378,Jim Beam,375mL,1,9,9,3/29/2024,375,1,0,12546,JIM BEAM BRANDS COMPANY    
38_GOULCREST_43225,38,43225,Ch Beauchene Chtnf Pape RSV,750mL,1,31,31,6/18/2024,750,2,0,10754,PERFECTA WINES             
15_WANBORNE_3967,15,3967,Deep Eddy Ruby Red,750mL,1,18,18,11/19/2024,750,1,1,3924,HEAVEN HILL DISTILLERIES   
60_IRRAGIN_22899,60,22899,Simi Svgn Bl,750mL,5,50,10,1/14/2024,750,2,1,1392,CONSTELLATION BRANDS INC   
7_STANMORE_8620,7,8620,Sambuca Romana,375mL,1,12,12,2/6/2024,375,1,0,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_3630,34,3630,Stolichnaya Razberi,1.75L,8,216,27,4/2/2024,1750,1,15,8664,"STOLI GROUP,(USA) LLC      "
34_PITMERDEN_3243,34,3243,Burnetts Vodka,1.75L,9,99,11,12/30/2024,1750,1,17,3924,HEAVEN HILL DISTILLERIES   
15_WANBORNE_3913,15,3913,Svedka Vodka,1.75L,3,69,23,4/29/2024,1750,1,6,1392,CONSTELLATION BRANDS INC   
20_BREDWARDINE_5394,20,5394,Goldschlager Cinnamon Schnap,375mL,1,11,11,5/6/2024,375,1,0,3960,DIAGEO NORTH AMERICA INC   
32_MOUNTMEND_27644,32,27644,Cline Znfdl Cal,750mL,1,10,10,12/24/2024,750,2,0,4425,MARTIGNETTI COMPANIES
40_BULLMAR_38133,40,38133,Il Bastardo Sangiovese Tosc,750mL,1,8,8,8/6/2024,750,2,0,10754,PERFECTA WINES             
12_LEESIDE_8128,12,8128,Espolon Anejo Tequila,750mL,1,35,35,8/10/2024,750,1,1,11567,CAMPARI AMERICA            
53_HILLFAR_3780,53,3780,Three Olives Raspberry Vodk,750mL,4,52,13,4/8/2024,750,1,3,7245,PROXIMO SPIRITS INC.       
40_BULLMAR_32675,40,32675,Blackstone Cab Svgn Cal,750mL,1,8,8,11/12/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
23_ARBINGTON_41974,23,41974,Beringer Classic Wh Znfdl,187mL 4 Pk,2,14,7,7/29/2024,187,2,0,9819,TREASURY WINE ESTATES      
74_PAENTMARWY_415,74,415,Jose Cuervo Especial,Liter,1,18,18,9/20/2024,1000,1,1,7245,PROXIMO SPIRITS INC.       
4_EANVERNESS_5734,4,5734,Malibu Rum,1.75L,2,44,22,9/10/2024,1750,1,4,17035,PERNOD RICARD USA          
34_PITMERDEN_10264,34,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,60,30,7/9/2024,750,2,0,10754,PERFECTA WINES             
48_NORFOLK_33873,48,33873,Bella Sera Pnt Grigio Del,750mL,1,6,6,10/30/2024,750,2,0,3252,E & J GALLO WINERY         
7_STANMORE_6967,7,6967,Santa Margherita Pnt Grigio,750mL,5,115,23,7/4/2024,750,2,1,4425,MARTIGNETTI COMPANIES
1_HARDERSFIELD_8673,1,8673,Skinnygirl Margarita,750mL,4,40,10,6/30/2024,750,1,3,12546,JIM BEAM BRANDS COMPANY    
51_ABERDEEN_2114,51,2114,Black Velvet Canadian Whisky,1.75L,2,32,16,2/6/2024,1750,1,4,1392,CONSTELLATION BRANDS INC   
61_AETHELNEY_33334,61,33334,Cavit Pinot Grigio Delle Ve,187mL 4 Pk,6,54,9,10/22/2024,187,2,0,6785,PALM BAY INTERNATIONAL INC 
76_DONCASTER_680,76,680,Midnight Moon Strawberry,750mL,1,20,20,6/26/2024,750,1,1,9165,ULTRA BEVERAGE COMPANY LLP 
21_BALERNO_5697,21,5697,Metcalfe's Maple Liqueur,750mL,2,44,22,6/11/2024,750,1,2,9165,ULTRA BEVERAGE COMPANY LLP 
70_KELD_10957,70,10957,Seaglass Svgn Bl Snt Barbara,750mL,2,20,10,7/1/2024,750,2,0,8892,TRINCHERO FAMILY ESTATES   
66_EANVERNESS_4736,66,4736,Capt Morgan Spiced Rum,100mL,2,6,3,8/9/2024,100,1,0,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_4223,14,4223,Bacardi Gold Rum,1.75L,4,96,24,4/2/2024,1750,1,7,480,BACARDI USA INC            
73_DONCASTER_24493,73,24493,Buehler Cab Svgn Napa,750mL,1,24,24,10/9/2024,750,2,0,4425,MARTIGNETTI COMPANIES
21_BALERNO_23229,21,23229,Ch St Jean Belle Terre Chard,750mL,2,30,15,6/9/2024,750,2,0,9819,TREASURY WINE ESTATES      
5_SUTTON_3656,5,3656,Stolichnaya Vanil,1.75L,1,25,25,4/25/2024,1750,1,2,8664,"STOLI GROUP,(USA) LLC      "
21_BALERNO_3727,21,3727,Absolut Citron,50mL,4,8,2,11/19/2024,50,1,0,17035,PERNOD RICARD USA          
50_MOUNTMEND_42765,50,42765,14 Hands Chard Wash,750mL,3,25,8,7/29/2024,750,2,0,8673,STE MICHELLE WINE ESTATES  
68_SOLARIS_4431,68,4431,Screech Rum,750mL,1,15,15,8/17/2024,750,1,1,9552,M S WALKER INC             
59_CLAETHORPES_3682,59,3682,Belvedere Vodka,750mL,1,23,23,4/16/2024,750,1,1,8112,MOET HENNESSY USA INC      
70_KELD_3696,70,3696,Gilbeys Vodka,1.75L,1,11,11,2/21/2024,1750,1,2,12546,JIM BEAM BRANDS COMPANY    
9_BLACKPOOL_41157,9,41157,Phillips Sixth Sense Syrah,750mL,1,16,16,11/23/2024,750,2,0,4425,MARTIGNETTI COMPANIES
61_AETHELNEY_3784,61,3784,Margaritaville Gold Tequila,750mL,4,40,10,12/30/2024,750,1,3,8004,SAZERAC CO INC             
7_STANMORE_18988,7,18988,Franzia Chillable Red Tap,5L,4,52,13,6/30/2024,5000,2,3,9815,WINE GROUP INC             
79_BALLYMENA_8068,79,8068,Absolut 80 Proof,1.75L,3,75,25,2/2/2024,1750,1,6,17035,PERNOD RICARD USA          
15_WANBORNE_5641,15,5641,Flag Hill Raspberry Liqueur,375mL,1,15,15,3/17/2024,375,1,0,17031,FLAG HILL WINERY & VINEYARD
50_MOUNTMEND_39411,50,39411,Mirassou Chard Cntrl Coast,750mL,2,20,10,1/15/2024,750,2,0,3252,E & J GALLO WINERY         
35_HALIVAARA_2663,35,2663,Dewars White Label,1.75L,1,30,30,8/1/2024,1750,1,2,480,BACARDI USA INC            
23_ARBINGTON_3201,23,3201,Plymouth Gin,750mL,3,90,30,8/31/2024,750,1,2,17035,PERNOD RICARD USA          
11_CARDEND_36386,11,36386,Kenwood Pnt Nr RRV,750mL,4,60,15,9/30/2024,750,2,0,17035,PERNOD RICARD USA          
67_EANVERNESS_24289,67,24289,Thierry Delaunay Tour Svgn B,750mL,1,15,15,2/23/2024,750,2,0,4425,MARTIGNETTI COMPANIES
69_MOUNTMEND_1178,69,1178,Evan Williams Black Label B,750mL,1,11,11,4/5/2024,750,1,1,3924,HEAVEN HILL DISTILLERIES   
10_HORNSEY_2586,10,2586,Jameson Irish Whiskey,50mL,5,15,3,2/13/2024,50,1,0,17035,PERNOD RICARD USA          
14_BROMWICH_3244,14,3244,Burnetts Vodka,750mL,1,6,6,8/28/2024,750,1,1,3924,HEAVEN HILL DISTILLERIES   
60_IRRAGIN_27461,60,27461,Ecco Domani Pnt Grigio Venez,750mL,3,30,10,1/27/2024,750,2,0,3252,E & J GALLO WINERY         
69_MOUNTMEND_40538,69,40538,Phillips Incognito Lodi Rd,750mL,1,16,16,2/28/2024,750,2,0,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_23795,67,23795,Casa Silva Carmenere,750mL,1,16,16,5/12/2024,750,2,0,653,STATE WINE & SPIRITS   
67_EANVERNESS_8053,67,8053,Seagrams 7 Crown,50mL,2,2,1,12/26/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
59_CLAETHORPES_33037,59,33037,Beringer Fndrs Est Cab Svgn,1.5L,4,64,16,9/13/2024,1500,2,1,9819,TREASURY WINE ESTATES      
43_WOLFORD_3896,43,3896,Zhenka Vodka,375mL,4,13,3,1/25/2024,375,1,2,9552,M S WALKER INC             
20_BREDWARDINE_26949,20,26949,Sonoma-Cutrer Chard RRV,750mL,2,46,23,5/27/2024,750,2,0,1128,BROWN-FORMAN CORP          
16_LUNDY_43223,16,43223,Ch Beauchene Cotes du Rhone,750mL,1,10,10,7/20/2024,750,2,0,10754,PERFECTA WINES             
68_SOLARIS_2676,68,2676,Grand MacNish,1.75L,1,15,15,7/2/2024,1750,1,2,9552,M S WALKER INC             
41_LARNWICK_1892,41,1892,Yukon Jack,50mL,3,3,1,9/13/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
8_ALNERWICK_1340,8,1340,Jim Beam Jacob's Ghost,750mL,1,18,18,2/9/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
76_DONCASTER_3918,76,3918,Cabo Wabo Anejo Tequila,750mL,1,45,45,11/23/2024,750,1,1,11567,CAMPARI AMERICA            
49_GARIGILL_4296,49,4296,Ronrico Silver Rum,1.75L,1,13,13,11/12/2024,1750,1,2,12546,JIM BEAM BRANDS COMPANY    
58_HARTLEPOOL_5367,58,5367,Sambuca di Amore,750mL,1,10,10,4/2/2024,750,1,1,660,SAZERAC NORTH AMERICA INC. 
28_LARNWICK_6688,28,6688,Ch St Jean Chard California,750mL,1,14,14,3/17/2024,750,2,0,9819,TREASURY WINE ESTATES      
61_AETHELNEY_1271,61,1271,Jeffersons Reserve Bourbon,750mL,1,50,50,8/19/2024,750,1,1,1485,CASTLE BRANDS CORP.        
71_CLARCTON_4438,71,4438,Cruzan Black Cherry Rum,750mL,3,30,10,2/26/2024,750,1,2,12546,JIM BEAM BRANDS COMPANY    
44_PORTHCRAWL_31494,44,31494,Barefoot Merlot Cal,1.5L,1,12,12,10/9/2024,1500,2,0,3252,E & J GALLO WINERY         
71_CLARCTON_3876,71,3876,Smirnoff 80 Proof,1.75L,2,40,20,7/25/2024,1750,1,4,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_3727,49,3727,Absolut Citron,50mL,1,2,2,4/8/2024,50,1,0,17035,PERNOD RICARD USA          
30_CULCHETH_5365,30,5365,Kahlua,750mL,1,19,19,6/21/2024,750,1,1,17035,PERNOD RICARD USA          
64_CESTERFIELD_8496,64,8496,Jadot Chardonnay,750mL,4,68,17,11/15/2024,750,1,3,4692,KOBRAND CORPORATION        
7_STANMORE_20357,7,20357,Apothic Dark,750mL,1,8,8,11/30/2024,750,2,0,3252,E & J GALLO WINERY         
57_LANTEGLOS_9145,57,9145,Smirnoff Kissed Caramel,50mL,5,5,1,7/2/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
24_PALPERROTH_2586,24,2586,Jameson Irish Whiskey,50mL,1,3,3,5/29/2024,50,1,0,17035,PERNOD RICARD USA          
31_HORNSEY_2756,31,2756,Jameson Caskmates,750mL,1,30,30,1/23/2024,750,1,1,17035,PERNOD RICARD USA          
76_DONCASTER_13968,76,13968,Spellbound Chard,750mL,2,26,13,4/13/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
72_HARDERSFIELD_2465,72,2465,Crown Royal Mini,50mL,1,3,3,11/14/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
8_ALNERWICK_2015,8,2015,Jack Daniels Tennessee Honey,750mL,1,23,23,9/22/2024,750,1,1,1128,BROWN-FORMAN CORP          
9_BLACKPOOL_4225,9,4225,Goslings Black Seal Bermuda,1.75L,1,26,26,8/24/2024,1750,1,2,1485,CASTLE BRANDS CORP.        
50_MOUNTMEND_8409,50,8409,Christian Bros Cream Sherry,1.5L,1,8,8,11/8/2024,1500,2,0,3924,HEAVEN HILL DISTILLERIES   
70_KELD_12227,70,12227,Korbel Sweet Rose,750mL,1,13,13,9/5/2024,750,2,0,1128,BROWN-FORMAN CORP          
60_IRRAGIN_24829,60,24829,Cecchi Chianti Classico,750mL,2,24,12,12/13/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
42_BLACK HOLLOW_40054,42,40054,Campo Viejo Tempranillo RSV,750mL,1,12,12,5/14/2024,750,2,0,17035,PERNOD RICARD USA          
53_HILLFAR_3221,53,3221,Pinnacle Raspberry Vodka,750mL,1,10,10,4/8/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
66_EANVERNESS_46021,66,46021,Spellbound Cab Svgn Cal,750mL,3,33,11,9/8/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
13_TARMSWORTH_4257,13,4257,Bacardi Grapefruit Rum,50mL,4,4,1,7/25/2024,50,1,0,480,BACARDI USA INC            
14_BROMWICH_6362,14,6362,Totts Brut Calif,750mL,6,48,8,7/13/2024,750,2,1,3252,E & J GALLO WINERY         
72_HARDERSFIELD_3272,72,3272,Sobieski Vodka,1.75L,2,36,18,5/8/2024,1750,1,4,9552,M S WALKER INC             
73_DONCASTER_3396,73,3396,Smirnoff Vanilla Vodka,1.75L,2,38,19,12/10/2024,1750,1,4,3960,DIAGEO NORTH AMERICA INC   
53_HILLFAR_14701,53,14701,Cupcake Red Velvet,750mL,2,16,8,5/15/2024,750,2,0,9815,WINE GROUP INC             
25_CAERSHIRE_3142,25,3142,Smirnoff Sourced Cran/Apple,50mL,13,13,1,5/6/2024,50,1,1,3960,DIAGEO NORTH AMERICA INC   
12_LEESIDE_15233,12,15233,Flowers Chard Sonoma Cst,750mL,3,135,45,6/9/2024,750,2,0,4425,MARTIGNETTI COMPANIES
27_MOUNTMEND_2432,27,2432,Crown Royal,750mL,1,27,27,9/3/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_19453,76,19453,Wente Southern Hill Cab Svgn,750mL,1,14,14,11/7/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
2_ASHBORNE_8497,2,8497,Kamora Coffee,750mL,1,10,10,1/17/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
51_ABERDEEN_3321,51,3321,Rosita Tequila Gold,Liter,1,9,9,5/9/2024,1000,1,1,3924,HEAVEN HILL DISTILLERIES   
8_ALNERWICK_4237,8,4237,Havana Club Anejo Blanco Rum,50mL,1,1,1,10/10/2024,50,1,0,480,BACARDI USA INC            
7_STANMORE_1737,7,1737,Makers Mark,1.75L,1,53,53,3/31/2024,1750,1,2,12546,JIM BEAM BRANDS COMPANY    
31_HORNSEY_3335,31,3335,Tanqueray Sterling Vodka,750mL,1,11,11,3/25/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
67_EANVERNESS_4268,67,4268,Capt Morgan Private Stock,750mL,2,46,23,4/29/2024,750,1,2,3960,DIAGEO NORTH AMERICA INC   
71_CLARCTON_12771,71,12771,Joel Gott Cab Svgn 815,750mL,1,13,13,3/12/2024,750,2,0,8892,TRINCHERO FAMILY ESTATES   
77_TAMWORTH_8961,77,8961,Jose Cuervo Especial,50mL,11,16,1,6/17/2024,50,1,1,7245,PROXIMO SPIRITS INC.       
66_EANVERNESS_23235,66,23235,Mud House Svgn Bl,750mL,2,22,11,7/7/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
49_GARIGILL_2432,49,2432,Crown Royal,750mL,3,63,21,7/13/2024,750,1,2,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_9145,41,9145,Smirnoff Kissed Caramel,50mL,9,9,1,10/17/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
68_SOLARIS_17865,68,17865,Ch St Jean Pnt Nr,750mL,1,12,12,10/13/2024,750,2,0,9819,TREASURY WINE ESTATES      
19_WINTERVALE_6288,19,6288,Almaden Chablis B/B,5L,1,17,17,9/11/2024,5000,2,1,9815,WINE GROUP INC             
68_SOLARIS_40425,68,40425,Mionetto Prosecco Brut,750mL,2,28,14,1/11/2024,750,2,0,9552,M S WALKER INC             
64_CESTERFIELD_12994,64,12994,Acrobat Pnt Gris Oregon,750mL,1,12,12,7/26/2024,750,2,0,4425,MARTIGNETTI COMPANIES
34_PITMERDEN_1258,34,1258,Jim Beam Black,750mL,1,23,23,5/5/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
7_STANMORE_17296,7,17296,Monte Velho Tinto Alentejo R,750mL,1,11,11,7/29/2024,750,2,0,90010,VINEXTRA INC               
25_CAERSHIRE_4270,25,4270,Brugal Anejo Rum,750mL,4,68,17,5/19/2024,750,1,3,2561,EDRINGTON AMERICAS         
33_HORNSEY_3525,33,3525,Gold Crown Vodka,Liter,3,19,6,2/26/2024,1000,1,3,9552,M S WALKER INC             
39_EASTHALLOW_6873,39,6873,Guigal Cotes du Rhone Red,750mL,1,15,15,9/2/2024,750,2,0,4425,MARTIGNETTI COMPANIES
46_TYWARDREATH_44208,46,44208,Black Box Pnt Grigio,3L,2,38,19,4/22/2024,3000,2,1,1392,CONSTELLATION BRANDS INC   
59_CLAETHORPES_3489,59,3489,Tanqueray,1.75L,2,58,29,7/3/2024,1750,1,4,3960,DIAGEO NORTH AMERICA INC   
21_BALERNO_5810,21,5810,Cuervo Watermelon Margaritas,1.75L,1,14,14,8/20/2024,1750,1,2,7245,PROXIMO SPIRITS INC.       
76_DONCASTER_3168,76,3168,Belvedere UF Intense Vodka,750mL,1,24,24,9/7/2024,750,1,1,8112,MOET HENNESSY USA INC      
68_SOLARIS_21254,68,21254,Renwood Timberline Znfdl,750mL,1,22,22,2/21/2024,750,2,0,4425,MARTIGNETTI COMPANIES
30_CULCHETH_4258,30,4258,Bacardi Mango Fusion,750mL,1,14,14,1/22/2024,750,1,1,480,BACARDI USA INC            
40_BULLMAR_2214,40,2214,James E Pepper Bourbon,750mL,1,34,34,5/13/2024,750,1,1,9552,M S WALKER INC             
81_PEMBROKE_39775,81,39775,Bogle Svgn Bl Cal,750mL,1,9,9,11/23/2024,750,2,0,4425,MARTIGNETTI COMPANIES
73_DONCASTER_4225,73,4225,Goslings Black Seal Bermuda,1.75L,13,338,26,5/1/2024,1750,1,24,1485,CASTLE BRANDS CORP.        
34_PITMERDEN_19951,34,19951,Warre's Vintage Port 2000,750mL,1,66,66,6/2/2024,750,2,0,1587,VINEYARD BRANDS INC        
47_PELLA'S WISH_13793,47,13793,Yellow Tail Svgn Bl,1.5L,1,10,10,11/16/2024,1500,2,0,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_6351,67,6351,Kendall Jackson Vntr RSV Cab,750mL,3,51,17,5/1/2024,750,2,0,10000,MAJESTIC FINE WINES        
71_CLARCTON_6682,71,6682,R M Woodbridge Chard Cal,1.5L,3,36,12,2/4/2024,1500,2,1,1392,CONSTELLATION BRANDS INC   
9_BLACKPOOL_29248,9,29248,Toasted Head Chard,750mL,2,20,10,10/28/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
60_IRRAGIN_3594,60,3594,Pinnacle Tropical Punch,50mL,2,2,1,12/14/2024,50,1,0,12546,JIM BEAM BRANDS COMPANY    
23_ARBINGTON_5767,23,5767,Jose Cuervo Strawberry Marg,1.75L,1,16,16,9/22/2024,1750,1,2,7245,PROXIMO SPIRITS INC.       
14_BROMWICH_2443,14,2443,Seagrams VO,1.75L,7,147,21,5/21/2024,1750,1,13,3960,DIAGEO NORTH AMERICA INC   
12_LEESIDE_31489,12,31489,Barefoot Chard Cal,1.5L,2,22,11,11/28/2024,1500,2,0,3252,E & J GALLO WINERY         
59_CLAETHORPES_463,59,463,Kirk & Sweeney 12Yr Old Rum,750mL,2,68,34,7/1/2024,750,1,2,653,STATE WINE & SPIRITS   
