VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
9552,M S WALKER INC,26160,Eagle Glen Cab Svgn Napa Vly,15,22,750,324,4717,317,4420,6971,35,55552,2253,32,1,1
660,SAZERAC NORTH AMERICA INC.,861,Barton Gin,5,6,1000,1010,4717,978,2551,6347,1027,17932,1631,26,1,1
8673,STE MICHELLE WINE ESTATES,15463,Antinori Tignanello,54,86,750,87,4715,103,4431,9116,11,15920,4401,48,1,2
9815,WINE GROUP INC,6446,Franzia Tap Wh Grenache Cal,10,15,5000,481,4714,450,3504,7593,338,27100,2879,38,1,2
7153,PINE STATE TRADING CO,2802,SW4 London Dry Gin,19,30,750,249,4714,513,6672,12820,404,15885,8106,63,2,3
9165,ULTRA BEVERAGE COMPANY LLP,5171,Fernet-Branca Italian Liquer,2,2,50,2566,4696,1262,819,3142,66,68055,-1553,-49,0,1
9744,FREDERICK WILDMAN & SONS,19360,Finca La Linda Cab Svgn,7,11,750,631,4688,779,5277,8189,86,4000,3501,43,1,2
3664,WILLIAM GRANT & SONS INC,717,Balvenie 30 Yr Single Barrel,781,1000,750,6,4687,3,3000,3000,2,30234,-1687,-56,1,1
10754,PERFECTA WINES,11449,Cambridge & Sunset Pnt Nr,9,17,750,530,4685,490,2947,6808,55,28721,2123,31,1,1
4425,MARTIGNETTI COMPANIES,39681,Jaume Serra Cristalino Brut,3,4,187,1774,4683,1546,1967,6169,44,144929,1485,24,1,1
1703,ALISA CARR BEVERAGES,90087,Ch Mouton Rothschild 12 Paui,311,470,750,15,4669,36,7050,16920,4,172,12251,72,2,4
4692,KOBRAND CORPORATION,5322,Linie Aquavit,17,23,750,268,4669,438,7104,10922,345,9139,6253,57,2,2
9751,VINEDREA WINES LLC,1542,Bowen's American Whiskey,23,30,750,205,4658,440,8197,11386,347,25,6728,59,2,2
4425,MARTIGNETTI COMPANIES,33719,Dom Le Sang des Cailloux Va,22,33,750,216,4657,81,2111,2672,9,144929,-1985,-74,0,1
9165,ULTRA BEVERAGE COMPANY LLP,18278,Cecchi Nobile Montepulciano,16,25,750,289,4653,300,4586,7202,33,68055,2549,35,1,2
9625,WESTERN SPIRITS BEVERAGE CO,2880,Bird Dog Chocolate Whiskey,11,16,750,422,4650,573,5846,8970,452,1933,4320,48,1,2
10754,PERFECTA WINES,23897,Michel Chapoutier Vigne Rose,11,16,750,436,4648,437,3694,6988,49,28721,2340,33,1,2
90046,CANDIA VINEYARDS,11480,Candia Vyds Noiret Vault RSV,10,15,750,462,4648,443,5097,6641,49,194,1993,30,1,1
3089,SIDNEY FRANK IMPORTING CO,5054,Jagermeister Spice,1,2,50,3273,4648,6216,5851,12370,319,8550,7722,62,2,3
660,SAZERAC NORTH AMERICA INC.,4365,Calypso Silver Rum,1,1,50,6365,4646,2249,882,2227,116,17932,-2420,-109,0,0
7153,PINE STATE TRADING CO,27220,Poggio Antico 10 Rsva BdMont,77,120,750,60,4645,2,115,230,0,15885,-4415,-1920,0,0
7153,PINE STATE TRADING CO,17617,Nostor Tinto Priorat,10,16,750,449,4643,451,4259,7242,50,15885,2600,36,1,2
9744,FREDERICK WILDMAN & SONS,25426,Fattoire Barbi 13 MdScansano,13,20,750,348,4639,81,1199,1619,9,4000,-3020,-186,0,0
4425,MARTIGNETTI COMPANIES,14666,Raymond Family Clsc Cab Svgn,12,20,750,397,4637,387,4967,7258,43,144929,2621,36,1,2
10754,PERFECTA WINES,26804,L Aubry Fils Brut 1er Cru,28,40,750,168,4633,108,3439,4319,12,28721,-315,-7,1,1
1392,CONSTELLATION BRANDS INC,13693,Toasted Head Untamed Red,8,11,750,611,4631,535,4567,6143,59,79529,1511,25,1,1
3960,DIAGEO NORTH AMERICA INC,1779,Forged Oak Bourbon Whiskey,47,65,750,99,4629,99,4549,6434,78,257032,1805,28,1,1
4425,MARTIGNETTI COMPANIES,22645,Gaston & Ravaut Bourgog Vlg,22,34,750,207,4629,161,3375,5144,18,144929,516,10,1,1
9552,M S WALKER INC,27163,Rio Madre 14 Rioja Tempranlo,7,11,750,648,4627,272,1879,2989,30,55552,-1637,-55,0,1
8673,STE MICHELLE WINE ESTATES,37422,Stags Leap Fay Cab Svgn Napa,76,116,750,61,4624,38,2914,4648,4,15920,23,0,1,1
1587,VINEYARD BRANDS INC,17024,Marques de Caceres Albarino,9,13,750,530,4622,529,4339,6844,59,6070,2222,32,1,1
10754,PERFECTA WINES,27367,Ch Haut Bommes Sauternes 10,14,20,375,335,4620,143,2139,2859,8,28721,-1761,-62,0,1
4425,MARTIGNETTI COMPANIES,39334,Michael David Chard,10,17,750,442,4619,408,4125,6524,45,144929,1905,29,1,1
17035,PERNOD RICARD USA,1667,Redbreast 21 Yr Old Irish,154,200,750,30,4615,47,11000,11750,37,123780,7134,61,2,3
6785,PALM BAY INTERNATIONAL INC,23423,Santa Rita RSV Chard,7,11,750,678,4610,814,5041,8523,90,13605,3912,46,1,2
8735,SURVILLE ENTERPRISES CORP,16592,B & G Sauternes,11,20,750,412,4606,386,5432,6997,43,263,2391,34,1,2
1392,CONSTELLATION BRANDS INC,11443,Ravenswood Petite Sirah Vnts,5,8,750,864,4605,842,4547,7078,93,79529,2473,35,1,2
9552,M S WALKER INC,26391,Pepperwood Grove Chard,5,8,750,894,4604,1102,4318,8215,122,55552,3611,44,1,2
10754,PERFECTA WINES,19577,Forma de Art Red,9,15,750,487,4602,478,4735,7130,53,28721,2528,35,1,2
10754,PERFECTA WINES,27316,W Selyum Pnt Nr Eastside Rd,55,82,750,84,4591,14,820,1148,2,28721,-3444,-300,0,0
8004,SAZERAC CO INC,2961,W.Laure Weller KY Bourbon,59,80,750,78,4588,78,90,7019,61,50294,2431,35,1,2
653,STATE WINE & SPIRITS,23795,Casa Silva Carmenere,11,20,750,424,4579,855,7036,13671,95,8015,9092,67,2,3
6785,PALM BAY INTERNATIONAL INC,26419,Roscato Rosso,2,3,187,1898,4574,1676,2394,5849,48,13605,1275,22,1,1
9552,M S WALKER INC,25691,Tineta Avante 10 Tinto Fino,7,11,750,623,4567,623,2154,6847,70,55552,2280,33,1,1
2000,SOUTHERN WINE & SPIRITS NE,24684,F Coppola Vendetta Cab/Malbc,16,23,750,294,4566,196,3167,4593,22,19017,27,1,1,1
9552,M S WALKER INC,24486,Farmstead Long Meadow Chard,12,19,750,365,4559,155,2127,2943,17,55552,-1615,-55,0,1
90024,VINILANDIA USA,16560,Badenhorst Secateurs Chen Bl,9,13,750,519,4557,472,4280,6785,52,2803,2228,33,1,1
4425,MARTIGNETTI COMPANIES,41372,Fleur Petite Sirah Californa,10,17,750,468,4554,431,3748,6461,48,144929,1907,30,1,1
2000,SOUTHERN WINE & SPIRITS NE,27579,Zenato Amarone,43,65,750,105,4550,116,4205,7740,13,19017,3190,41,1,2
3252,E & J GALLO WINERY,33879,Gallo Twin Valley Wh Merlot,6,10,1500,705,4547,696,4545,7048,155,61967,2501,35,1,2
10754,PERFECTA WINES,24047,Kikkoman Plum Wine,6,9,750,784,4547,780,4927,7012,86,28721,2465,35,1,2
4425,MARTIGNETTI COMPANIES,13061,P Michael Les Pavots Est Brd,126,188,750,36,4542,45,3760,8460,5,144929,3917,46,1,2
2496,DUGGANS DISTILLED PRODUCTS,1766,Duggans Dew O Kirkintilloch,1,1,50,6221,4541,5734,2061,5677,297,939,1135,20,1,1
1590,DIAGEO CHATEAU ESTATE WINES,18572,Butterfly Kiss Moscato,8,12,750,553,4540,553,123,1653,62,7260,-2887,-175,1,0
9165,ULTRA BEVERAGE COMPANY LLP,25736,Moulin de Gassac Guilhem Red,5,8,750,830,4540,713,2605,5697,79,68055,1157,20,1,1
9552,M S WALKER INC,23045,El Enemigo 11 Cab Franc Mend,16,25,750,278,4540,250,3873,6248,28,55552,1708,27,1,1
9744,FREDERICK WILDMAN & SONS,19364,Luigi Bosca Chard,12,17,750,387,4536,334,2306,4748,37,4000,213,4,1,1
7154,PREMIER DISTRIBUTORS,23514,Plantaze Vranac ProCorde Red,9,13,750,501,4534,425,2212,5733,47,432,1199,21,1,1
9552,M S WALKER INC,4844,Monteru Triple Toast Brandy,42,55,750,108,4534,12,605,660,9,55552,-3874,-587,0,0
9819,TREASURY WINE ESTATES,23231,Stags Leap The Investor Red,37,55,750,122,4534,252,6229,14217,28,14837,9684,68,2,3
4425,MARTIGNETTI COMPANIES,13060,Peter Michael Belle Cote Cha,54,83,750,84,4527,84,848,7115,9,144929,2588,36,1,2
4425,MARTIGNETTI COMPANIES,20162,Hess Select Pnt Nr,7,18,750,609,4525,536,6818,9643,59,144929,5118,53,1,2
4425,MARTIGNETTI COMPANIES,20598,Perez Cruz Cab Svgn Rsva,11,16,750,415,4515,375,3918,5996,42,144929,1481,25,1,1
3960,DIAGEO NORTH AMERICA INC,823,Johnnie Walker Red Label,20,28,1000,221,4515,270,4115,7557,284,257032,3042,40,1,2
10754,PERFECTA WINES,42403,Hendry Chard Napa Unoaked,13,22,750,341,4515,170,2639,3738,19,28721,-777,-21,0,1
1392,CONSTELLATION BRANDS INC,28266,Nathanson Creek Wh Znfdl,5,10,1500,842,4513,885,3789,7171,198,79529,2658,37,1,2
6785,PALM BAY INTERNATIONAL INC,26679,Mazzel Castello Fonterutoli,7,10,375,690,4506,291,929,2907,16,13605,-1599,-55,0,1
7153,PINE STATE TRADING CO,19216,Chronic Cellars Sofa King,14,20,750,326,4496,296,2233,5695,33,15885,1200,21,1,1
4425,MARTIGNETTI COMPANIES,42735,Magnificent Wine Co House Re,8,14,750,555,4495,514,4445,6517,57,144929,2021,31,1,1
1128,BROWN-FORMAN CORP,2033,Canadian Mist,6,8,750,754,4494,84,575,671,66,68602,-3823,-570,0,0
653,STATE WINE & SPIRITS,23797,Mayu Carmenere Syrah,9,15,750,508,4491,919,7002,11938,102,8015,7447,62,2,3
9165,ULTRA BEVERAGE COMPANY LLP,25810,La Croix Belle Champ du Coq,6,9,750,724,4489,485,2616,4360,54,68055,-129,-3,1,1
10754,PERFECTA WINES,13606,Neal Petite Syrah Rutherford,26,38,750,171,4480,8,190,304,1,28721,-4176,-1374,0,0
9552,M S WALKER INC,27747,Mayacamas 14 Chardonnay Mt V,31,45,750,144,4468,28,945,1260,3,55552,-3209,-255,0,0
9552,M S WALKER INC,13122,La Cana Albarino,10,16,750,469,4465,474,3315,7275,53,55552,2810,39,1,2
3664,WILLIAM GRANT & SONS INC,2711,Grant's Ale Cask Finish,15,20,750,297,4464,476,8516,9515,376,30234,5051,53,2,2
10754,PERFECTA WINES,42934,Valckenberg Dornfelder,8,12,750,543,4458,530,995,6355,60,28721,1897,30,1,1
4425,MARTIGNETTI COMPANIES,26478,Neveu Sancerre Cd Embouffant,12,19,750,359,4455,285,2811,5412,32,144929,957,18,1,1
4425,MARTIGNETTI COMPANIES,26105,Spottswoode Svgn Bl Napa Vly,24,36,750,183,4451,167,2915,6010,19,144929,1560,26,1,1
9165,ULTRA BEVERAGE COMPANY LLP,24888,Armand de Brignac Brut Rose,278,440,750,16,4450,22,6720,9240,2,68055,4790,52,1,2
90047,CRUSH WINES,16309,Mollydooker Two Left Feet,17,26,750,269,4449,243,3641,6221,27,1458,1772,28,1,1
10754,PERFECTA WINES,27013,Bouchard Aine & Fils Fixin,26,40,750,168,4449,40,760,1600,4,28721,-2849,-178,0,0
4425,MARTIGNETTI COMPANIES,24288,Olivier & Lafont Ventoux Bl,7,11,750,623,4448,540,3770,5935,60,144929,1486,25,1,1
10754,PERFECTA WINES,15650,Cuvee de Pena Rose,8,12,750,567,4445,354,2272,4213,39,28721,-232,-6,1,1
90047,CRUSH WINES,23218,Tangent Chard,7,10,750,663,4442,2145,9810,21429,239,1458,16986,79,3,5
4425,MARTIGNETTI COMPANIES,13064,Peter Michael MaBelleFille C,57,88,750,78,4428,27,600,2700,3,144929,-1728,-64,0,1
9552,M S WALKER INC,27749,Wind Gap 13 Syrah Sonoma,26,40,750,168,4420,8,160,320,1,55552,-4100,-1282,0,0
9744,FREDERICK WILDMAN & SONS,45602,Luigi Bosca RSV Pnt Nr,13,20,750,338,4418,306,2633,4268,34,4000,-150,-4,1,1
8892,TRINCHERO FAMILY ESTATES,41032,Folie A Deux Amador Znfdl,12,17,750,382,4416,419,4859,7119,46,11596,2703,38,1,2
4380,CHARLES JACQUIN ET CIE INC,26435,Savory & James Fino Sherry,7,10,750,658,4409,425,3626,4246,47,1675,-163,-4,1,1
9819,TREASURY WINE ESTATES,17945,Ch St Jean Soiree Red,7,10,750,674,4401,738,6854,9887,82,14837,5485,55,1,2
3252,E & J GALLO WINERY,25958,DarkHorse Rose,5,8,750,815,4401,815,3324,6512,91,61967,2111,32,1,1
6213,MHW LTD,4696,Blue Chair Bay Banana Rum,13,19,750,334,4399,724,7054,10762,571,9622,6363,59,2,2
9552,M S WALKER INC,26592,Broadside Margarita 13 Cab S,13,20,750,336,4392,178,2099,3558,20,55552,-833,-23,1,1
6359,OLE SMOKY DISTILLERY LLC,1762,Ole Smoky Blue Flame,14,19,750,312,4390,337,3975,5780,266,1922,1390,24,1,1
4425,MARTIGNETTI COMPANIES,33953,L Bernard Cotes du Rhone,8,12,750,549,4387,632,5248,7884,70,144929,3497,44,1,2
4425,MARTIGNETTI COMPANIES,35380,Liberty School Chard Cntrl C,9,16,750,510,4386,808,6300,10496,90,144929,6110,58,2,2
6785,PALM BAY INTERNATIONAL INC,27095,Bertani Villa Arvedi Amarone,20,30,750,215,4386,158,1200,4738,18,13605,352,7,1,1
9165,ULTRA BEVERAGE COMPANY LLP,2049,Loch Lomond Single Grain Sco,20,28,750,216,4380,9,196,252,7,68055,-4129,-1639,0,0
9552,M S WALKER INC,25690,Cepa 21 Ribera Duero 06 Tnto,12,18,750,375,4380,375,2698,6746,42,55552,2366,35,1,2
480,BACARDI USA INC,4025,Bacardi Oakheart Spiced Rum,1,2,50,3197,4380,5437,4586,9732,280,89286,5352,55,2,2
9165,ULTRA BEVERAGE COMPANY LLP,25738,Mas De Daumas Gassac Red 13,25,38,750,175,4373,62,1140,2355,7,68055,-2018,-86,0,1
5992,MCCORMICK DISTILLING CO,978,Ron Rio Silver Rum,5,7,1000,825,4373,861,1713,6018,904,1568,1646,27,1,1
1590,DIAGEO CHATEAU ESTATE WINES,18822,Sterling Carneros Pnt Nr,13,20,750,328,4372,442,5516,9085,49,7260,4712,52,1,2
653,STATE WINE & SPIRITS,23801,Boya Pnt Nr,11,20,750,410,4371,492,4285,7867,55,8015,3496,44,1,2
3252,E & J GALLO WINERY,43193,Dancing Bull Zabaco Cab Svgn,5,8,750,842,4370,838,3900,7207,93,61967,2837,39,1,2
8673,STE MICHELLE WINE ESTATES,18565,Red Diamond Pnt Nr,6,12,750,734,4367,827,4055,7963,92,15920,3595,45,1,2
4425,MARTIGNETTI COMPANIES,25105,EnRoute Chard Brumaire RRV,30,47,750,144,4366,143,3430,6720,16,144929,2353,35,1,2
4425,MARTIGNETTI COMPANIES,36483,Tommasi Amarone,40,60,750,109,4359,100,4249,6379,11,144929,2020,32,1,1
172662,SWEETWATER FARM,4215,Kingfish Silver Rum,19,26,750,224,4346,129,2703,3353,102,178,-993,-30,1,1
9552,M S WALKER INC,10606,Parducci Cab Svgn,8,11,750,573,4343,655,5144,7521,73,55552,3178,42,1,2
9552,M S WALKER INC,23420,Dom D'Andezon CdRhone Red,8,13,750,525,4342,582,5422,7691,64,55552,3349,44,1,2
4425,MARTIGNETTI COMPANIES,15940,Bongiovanni Barolo,33,50,750,132,4341,60,2200,2999,7,144929,-1342,-45,0,1
4425,MARTIGNETTI COMPANIES,26852,Eric Kent Sascha Marie Pnt N,33,50,750,132,4341,26,650,1300,3,144929,-3042,-234,0,0
10754,PERFECTA WINES,17020,Maipe Malbec Mendoza,7,11,750,608,4341,613,4405,6971,68,28721,2630,38,1,2
2242,DELICATO VINEYARDS INC,15251,Bota Mini Cab Svgn,3,4,500,1588,4335,1705,3595,6803,130,7983,2468,36,1,2
1128,BROWN-FORMAN CORP,5005,Woodford Reserve Derby,34,45,1000,129,4331,129,3689,5804,135,68602,1473,25,1,1
9165,ULTRA BEVERAGE COMPANY LLP,1073,Straw Boys Poitin,26,35,750,168,4323,0,0,0,0,68055,-4323,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,37152,Montes Alpha Apalta Cab Svgn,13,21,750,335,4322,347,3860,7199,39,144929,2877,40,1,2
9819,TREASURY WINE ESTATES,26058,Matua Rose Wine,10,15,750,435,4320,416,2878,6236,46,14837,1916,31,1,1
3252,E & J GALLO WINERY,22395,Allegrini La Poja,60,90,750,72,4319,6,540,540,1,61967,-3779,-700,0,0
6785,PALM BAY INTERNATIONAL INC,33206,Bodegas Faustino V RSV Rioj,11,16,750,405,4317,399,3602,6701,44,13605,2384,36,1,2
4425,MARTIGNETTI COMPANIES,24291,Dom Fond Croze La Croix Coq,12,18,750,360,4316,781,6692,14050,87,144929,9734,69,2,3
4848,LAIRD & CO,5245,Le Reviseur XO Cognac,72,100,750,60,4316,10,1000,1000,8,1044,-3316,-332,0,0
90010,VINEXTRA INC,27558,Donatella Cinelli Colombini,36,55,750,120,4313,48,1818,2652,5,525,-1661,-63,0,1
10754,PERFECTA WINES,25201,Ch Croix de Jaugue St Emilio,12,19,750,347,4306,347,3722,6590,39,28721,2283,35,1,2
17035,PERNOD RICARD USA,36859,Brancott Pnt Nr Marlboro,7,13,750,650,4303,681,3914,7065,76,123780,2762,39,1,2
7153,PINE STATE TRADING CO,8254,Mateus Rose,10,14,1500,451,4298,453,3637,6564,101,15885,2266,35,1,2
4425,MARTIGNETTI COMPANIES,23114,Patz & Hall Pnt Nr Sonoma Cs,27,40,750,160,4294,151,4319,6038,17,144929,1744,29,1,1
1392,CONSTELLATION BRANDS INC,17912,Thorny Rose Cab Svgn,6,9,750,697,4294,715,4720,6780,79,79529,2486,37,1,2
5992,MCCORMICK DISTILLING CO,2440,Platte Valley Fireshine,13,20,750,326,4293,643,7671,9833,507,1568,5539,56,2,2
9819,TREASURY WINE ESTATES,12450,Cellar No 8 Pnt Nr,5,8,750,822,4291,872,4118,8085,97,14837,3794,47,1,2
17032,JEWELL TOWNE VINEYARDS,42115,Jewell Towne Cab Svgn NH,10,14,750,444,4289,252,4025,4867,28,284,578,12,1,1
2396,BLACK PRINCE DISTILLERY INC,3079,Devils Spring Vodka,10,16,750,420,4288,728,5376,9493,573,31,5205,55,2,2
1587,VINEYARD BRANDS INC,45330,Cono Sur Cab Svgn Cntrl Vly,5,7,750,926,4287,892,3678,7426,99,6070,3139,42,1,2
7245,PROXIMO SPIRITS INC.,3792,Jose Cuervo La Familia Rsv,71,100,750,60,4285,82,4900,8199,65,38995,3914,48,1,2
9165,ULTRA BEVERAGE COMPANY LLP,25737,Mas De Daumas Gassac 15 Rose,12,18,750,355,4285,284,2681,5109,32,68055,824,16,1,1
9552,M S WALKER INC,35709,Colosi Sicilia Dry Red,7,11,750,604,4282,604,4430,7016,67,55552,2734,39,1,2
1392,CONSTELLATION BRANDS INC,779,Svedka Raspberry Vodka,10,13,1000,448,4278,413,2871,5365,434,79529,1086,20,1,1
516,BANFI PRODUCTS CORP,8366,Bolla Bardolino,6,9,750,732,4275,721,4460,6722,80,8510,2447,36,1,2
1601,VRANKEN AMERICA,25264,Pommery Falltime Extra Dry C,21,33,750,208,4272,491,5212,15952,55,1049,11680,73,2,4
516,BANFI PRODUCTS CORP,29650,C Y Toro Frontera Shiraz,6,9,1500,698,4272,687,4447,6523,153,8510,2251,35,1,2
653,STATE WINE & SPIRITS,26833,Clemento VII Toscano,13,20,750,322,4263,232,1579,4638,26,8015,374,8,1,1
9552,M S WALKER INC,25113,Keller Est 13 Cruz Vyd Chard,25,37,750,168,4257,30,999,1110,3,55552,-3147,-284,0,0
90047,CRUSH WINES,19039,The Path Pnt Nr,6,11,750,660,4257,637,4899,7053,70,1458,2796,40,1,2
17035,PERNOD RICARD USA,2088,The Glenlivet 25 Yr Old,224,300,750,19,4254,18,5400,5400,14,123780,1146,21,1,1
9165,ULTRA BEVERAGE COMPANY LLP,2480,Kavalan Concertmaster,71,90,750,60,4252,14,1170,1260,11,68055,-2992,-237,0,0
4425,MARTIGNETTI COMPANIES,2717,Big Peat Scotch,43,59,750,98,4251,137,6951,8140,108,144929,3888,48,1,2
1392,CONSTELLATION BRANDS INC,25918,Hogue Cellars Rsl Wash,6,10,750,723,4251,717,4055,7522,80,79529,3271,43,1,2
90010,VINEXTRA INC,17292,Defesa Rose Alentejo,9,13,750,493,4240,454,4053,5897,50,525,1658,28,1,1
4425,MARTIGNETTI COMPANIES,11396,Buried Cane Cab Svgn,8,13,750,502,4237,477,4414,6978,53,144929,2741,39,1,2
4425,MARTIGNETTI COMPANIES,35800,Penfolds T Hyland Shiraz,8,12,750,530,4235,1015,7278,12170,113,144929,7935,65,2,3
4425,MARTIGNETTI COMPANIES,286,The Bitter Truth Elderflower,26,35,750,163,4225,49,1575,1715,39,144929,-2510,-146,0,0
8112,MOET HENNESSY USA INC,4109,Hennessy Paradis Imperial,2109,2700,750,2,4219,3,8100,8100,2,48347,3881,48,2,2
6785,PALM BAY INTERNATIONAL INC,35430,Planeta Chardonnay di Sicil,21,30,750,204,4219,125,2033,3383,14,13605,-836,-25,1,1
2561,EDRINGTON AMERICAS,2439,Highland Park Ice Edition,234,300,750,18,4219,5,1500,1500,4,9655,-2719,-181,0,0
4425,MARTIGNETTI COMPANIES,34020,Champalou Vouvray Cuvee Fon,14,25,750,310,4216,292,2533,5635,33,144929,1419,25,1,1
9552,M S WALKER INC,26299,Excelsior Svgn Bl,7,11,750,590,4213,590,2580,4573,66,55552,360,8,1,1
10754,PERFECTA WINES,24049,Ozeki Hana Awaka Sprkl Sake,6,9,250,712,4208,672,3650,6041,26,28721,1833,30,1,1
9165,ULTRA BEVERAGE COMPANY LLP,25740,Oberon Chardonnay,12,22,750,339,4207,333,3612,5356,37,68055,1149,21,1,1
9552,M S WALKER INC,26943,Jordan Cab Svgn Alex Valley,33,50,750,127,4205,302,6699,15097,34,55552,10892,72,2,4
516,BANFI PRODUCTS CORP,6344,Walnut Crest Chard Central,7,12,1500,635,4204,683,3244,7275,153,8510,3071,42,1,2
17037,Dunn Wine Brokers,11703,Macchia Mischievous Znfdl Lo,14,21,750,290,4199,250,1574,5248,28,358,1048,20,1,1
1587,VINEYARD BRANDS LLC,27764,Warre's Port 2000,25,38,375,168,4198,20,570,760,1,6070,-3439,-453,0,0
9165,ULTRA BEVERAGE COMPANY LLP,2762,The Steward's Solera Bourbon,41,55,750,103,4195,380,8690,14928,300,68055,10733,72,4,4
9819,TREASURY WINE ESTATES,40240,Beringer Classic Wh Zin Spkl,5,10,750,787,4195,696,2947,6043,77,14837,1848,31,1,1
9552,M S WALKER INC,16325,Smoking Loon Red Loonatic,5,7,750,896,4193,902,4373,7824,100,55552,3630,46,1,2
4425,MARTIGNETTI COMPANIES,23116,Patz & Hall Sonoma Cst Chard,21,33,750,197,4192,197,4157,6499,22,144929,2307,35,1,2
9552,M S WALKER INC,13767,Catena Vista Flores Malbec,9,14,750,443,4186,421,1357,5890,47,55552,1703,29,1,1
9165,ULTRA BEVERAGE COMPANY LLP,11333,Herzog Kosher Cab Svgn,9,14,750,455,4186,465,4102,6311,52,68055,2125,34,1,2
9552,M S WALKER INC,12067,Casalini Pnt Grigio,5,7,750,915,4182,935,1055,6536,105,55552,2354,36,1,2
9165,ULTRA BEVERAGE COMPANY LLP,15981,Verde Sole Znfdl,9,15,750,448,4180,478,4022,6549,53,68055,2369,36,1,2
9165,ULTRA BEVERAGE COMPANY LLP,15970,Alexana Revana Vyd Pnt Nr,21,33,750,195,4177,189,5920,8047,21,68055,3870,48,1,2
8112,MOET HENNESSY USA INC,17378,Terrazas Torrontes Rsv 10,8,12,750,505,4176,520,3635,6461,58,48347,2284,35,1,2
1587,VINEYARD BRANDS LLC,27765,Warre's Port 2003,23,35,375,179,4176,79,1680,2764,5,6070,-1412,-51,0,1
9165,ULTRA BEVERAGE COMPANY LLP,23820,Le Mistral Red,16,39,750,259,4175,650,5898,16244,73,68055,12068,74,3,4
10754,PERFECTA WINES,23890,Cycles Gladiator Merlot,9,14,750,456,4168,44,252,616,5,28721,-3552,-577,0,0
12546,JIM BEAM BRANDS COMPANY,564,DeKuyper Blue Curacao,7,9,1000,630,4164,616,2850,5538,647,123881,1374,25,1,1
653,STATE WINE & SPIRITS,23796,Mayu Pedro Ximenez,9,15,750,471,4164,734,4547,9535,82,8015,5371,56,2,2
90047,CRUSH WINES,20324,The Peach Chenin Bl/Viognier,8,14,750,521,4163,516,5238,6866,57,1458,2704,39,1,2
7255,PSP WINES,23123,Federico Ferrero Chard Langh,9,15,750,474,4162,435,3152,5709,48,649,1547,27,1,1
4425,MARTIGNETTI COMPANIES,24755,Sokol Blosser Evolution Pnt,8,22,750,534,4160,1233,4638,16641,138,144929,12481,75,2,4
8112,MOET HENNESSY USA INC,23873,Cloudy Bay 12 Te Koko,27,40,750,156,4159,97,2719,3879,11,48347,-280,-7,1,1
653,STATE WINE & SPIRITS,23256,Robert Hall Cab Svgn,9,14,750,442,4150,1839,9751,25728,205,8015,21577,84,4,6
3960,DIAGEO NORTH AMERICA INC,1193,Clynelish Cask Strgth Scotch,593,800,750,7,4148,1,800,800,1,257032,-3348,-419,0,0
3960,DIAGEO NORTH AMERICA INC,2046,Whoop & Holler Bourbon,130,175,750,32,4148,32,1925,5600,25,257032,1452,26,1,1
4425,MARTIGNETTI COMPANIES,21382,Barkan Clsc Merlot,9,14,750,456,4140,430,3861,6016,48,144929,1875,31,1,1
10754,PERFECTA WINES,25255,Calera Ctrl Coast Chard,13,20,750,327,4140,267,2909,5301,30,28721,1162,22,1,1
4425,MARTIGNETTI COMPANIES,156,The Bitter Truth Cucumber Bi,16,20,200,267,4139,76,1259,1519,16,144929,-2619,-172,0,0
10754,PERFECTA WINES,25194,Ch Beaulieu Lalande de Pomer,11,17,750,360,4133,328,4010,5573,36,28721,1440,26,1,1
11567,CAMPARI AMERICA,356,Carolans Irish Cr Gift Set,9,13,750,453,4131,609,5147,7569,480,20965,3438,45,1,2
3664,WILLIAM GRANT & SONS INC,5135,Ancho Reyes Chile Liqueur,17,30,750,239,4125,427,7203,11225,336,30234,7100,63,2,3
7153,PINE STATE TRADING CO,40219,Fat Bastard Merlot,7,11,750,611,4124,602,4565,6601,67,15885,2477,38,1,2
12546,JIM BEAM BRANDS COMPANY,971,Sauza Extra Gold Tequila,11,16,1000,361,4123,462,4813,7387,485,123881,3265,44,1,2
90047,CRUSH WINES,27551,Anne Amie Twelve Oaks Pnt Nr,25,38,750,168,4118,35,1026,1330,4,1458,-2788,-210,0,0
4425,MARTIGNETTI COMPANIES,15357,Greystone Cellars Cab Svgn,7,11,750,597,4113,560,3467,5986,62,144929,1873,31,1,1
3252,E & J GALLO WINERY,25146,Barefoot Cellars Winter Red,3,5,750,1213,4112,1140,1722,6106,128,61967,1994,33,1,1
10754,PERFECTA WINES,24799,The Chard Project Chard,9,13,750,480,4104,294,2387,3980,33,28721,-124,-3,1,1
9165,ULTRA BEVERAGE COMPANY LLP,25697,Artesa Cab Svgn Estate Rsv,48,70,750,85,4103,8,560,560,1,68055,-3543,-633,0,0
17035,PERNOD RICARD USA,217,Absolut Vanilia,15,22,1000,279,4101,285,3326,5865,299,123780,1764,30,1,1
7153,PINE STATE TRADING CO,23014,Marietta Clrs Angeli Cuvee,17,25,750,238,4101,178,2691,4588,20,15885,487,11,1,1
